xAcc,yAcc,zAcc,xGyro,yGyro,zGyro,label
6.07,-1.18,7.82,-0.37,0.06,-1.16,rfall
5.94,-1.09,7.82,-0.67,-0.12,-1.53,rfall
6.07,-1.09,7.84,-0.37,-0.06,-1.22,rfall
5.96,-1.12,7.86,-0.67,0.18,-0.73,rfall
6.09,-1.1,7.85,-0.55,0.24,-0.92,rfall
5.89,-0.96,7.74,-0.24,0.49,-1.22,rfall
5.86,-1.18,7.74,-0.67,0.37,-0.92,rfall
5.99,-0.92,7.85,-0.31,1.83,-0.79,rfall
6.15,-1.21,7.83,0.31,0.43,-1.53,rfall
6.03,-1.14,7.84,-0.06,0.73,-1.22,rfall
6,-1.19,7.82,-0.43,0.67,-0.92,rfall
6,-1.07,7.84,-0.67,0.79,-0.67,rfall
6.05,-1.1,7.83,-0.61,0.67,-0.79,rfall
5.95,-0.97,7.76,-0.43,-0.43,-0.98,rfall
6.05,-1.13,7.83,0.06,0.43,-1.59,rfall
6.17,-1.16,7.78,-0.43,0.55,-0.92,rfall
6.17,-1.16,7.86,-0.43,0.49,-0.61,rfall
6.03,-1.08,7.83,-0.85,-0.37,-0.67,rfall
5.93,-1.06,7.82,-0.37,0.18,-1.22,rfall
6.01,-1.11,7.84,-0.37,0.61,-0.92,rfall
6.06,-1.11,7.82,-0.43,0.12,-0.98,rfall
6.01,-1.08,7.79,-0.49,-0.24,-1.28,rfall
6.04,-1.12,7.8,-0.31,-0.12,-1.34,rfall
6.01,-1.12,7.82,-0.49,-0.31,-1.16,rfall
6.02,-1.11,7.85,-0.55,0,-1.16,rfall
5.97,-1.07,7.81,-0.55,-0.37,-0.79,rfall
6.07,-1.08,7.87,-0.49,-0.18,-0.85,rfall
5.91,-1.14,7.82,-0.43,-0.55,-1.34,rfall
6.13,-1.06,7.9,0.31,-0.06,-1.89,rfall
5.78,-1.11,7.8,-0.98,0.55,-0.49,rfall
6.22,-1.11,7.81,0.31,0.31,-1.28,rfall
6.06,-1.13,7.83,0,0,-1.46,rfall
5.94,-1.15,7.85,0.06,0.12,-1.53,rfall
5.97,-1.13,7.88,-0.55,0.24,-0.92,rfall
5.95,-1.09,7.85,-0.67,0.67,-0.61,rfall
5.98,-1.02,7.81,-0.67,0.12,-0.55,rfall
5.88,-1.03,7.82,-0.06,-0.24,-1.46,rfall
5.99,-1.1,7.8,-0.12,0.98,-1.34,rfall
6.03,-1.12,7.83,0.18,1.28,-1.28,rfall
6,-1.14,7.85,-0.37,1.04,-0.55,rfall
5.9,-1.06,7.8,-0.12,0.61,-0.92,rfall
6.06,-1.1,7.85,-0.18,0.61,-1.22,rfall
6.02,-1.15,7.86,-0.18,0.06,-1.1,rfall
5.99,-1.07,7.86,-0.43,-0.18,-1.16,rfall
6,-1.07,7.84,-0.31,0,-1.46,rfall
5.98,-1.11,7.82,-0.31,0,-1.4,rfall
6.04,-1.12,7.84,-0.18,0.43,-1.1,rfall
6.03,-1.11,7.79,-0.61,-0.49,-0.98,rfall
5.98,-1.08,7.87,-0.37,0.43,-0.92,rfall
5.99,-1.14,7.83,-0.31,-0.18,-1.22,rfall
5.99,-1.07,7.85,0.92,0.31,-2.26,rfall
5.84,-1.18,7.82,-0.98,0.79,-0.43,rfall
6.26,-1.1,7.87,0.67,1.77,-1.28,rfall
6.07,-1.14,7.83,-0.18,0.37,-1.53,rfall
5.96,-1.19,7.85,-0.18,0.79,-1.16,rfall
5.98,-1.09,7.86,-0.67,1.16,-1.04,rfall
5.99,-1.07,7.82,-0.43,0.73,-1.16,rfall
6.12,-1.12,7.86,-0.06,0.61,-0.85,rfall
5.86,-1.1,7.77,0.24,-0.12,-0.92,rfall
6.13,-1.18,7.82,-0.18,0.92,-0.79,rfall
6.11,-1.16,7.81,0.31,0.79,-0.79,rfall
6.07,-1.13,7.83,-0.49,0.55,-0.92,rfall
6.01,-1.09,7.79,-0.24,0.18,-1.71,rfall
5.84,-1.24,7.85,-0.67,1.4,-1.89,rfall
6.47,-1.34,7.72,-0.73,2.38,-1.65,rfall
6.61,-1.23,7.78,-1.77,-2.44,-2.32,rfall
5.85,-1.07,7.81,-2.38,-4.7,-1.59,rfall
5.77,-0.98,7.91,-1.34,-3.3,-1.22,rfall
5.84,-1.2,7.75,-0.79,-1.95,-0.85,rfall
5.84,-1.02,7.87,-2.2,-1.16,-0.79,rfall
5.81,-0.97,7.9,-2.2,-1.16,0.12,rfall
5.85,-1.06,7.98,-2.32,-0.06,1.16,rfall
5.66,-0.91,7.98,-2.32,0.24,0.73,rfall
5.73,-1.05,7.91,-1.22,3.36,-1.46,rfall
5.84,-1,7.88,-4.94,4.03,-0.06,rfall
6.15,-0.64,7.76,-3.05,3.91,-0.85,rfall
6.24,-0.9,7.86,-1.46,1.65,-1.71,rfall
6.01,-0.96,7.84,-0.79,0.24,-2.2,rfall
6.09,-0.99,7.84,-0.67,1.16,-1.22,rfall
6.06,-0.94,7.84,0.24,1.1,-1.16,rfall
5.97,-1.05,7.9,0.18,0.92,-1.71,rfall
5.95,-0.94,7.78,-0.67,1.22,-0.55,rfall
6.13,-0.89,7.93,-1.1,1.95,0.49,rfall
6.01,-0.9,7.82,-0.85,1.22,0.49,rfall
5.92,-0.93,7.73,-0.79,2.81,-0.06,rfall
6.08,-1.1,7.73,-0.98,4.33,0.49,rfall
6.01,-0.7,7.88,-1.34,3.91,0.61,rfall
6.26,-0.87,7.79,0.31,4.94,0.67,rfall
6.41,-0.87,7.71,0.98,3.48,0.18,rfall
5.88,-0.64,7.8,1.1,3.23,-1.59,rfall
6.48,-0.9,7.77,2.69,5.07,-2.26,rfall
6.49,-0.75,7.66,3.42,1.65,-2.56,rfall
5.99,-1.24,7.71,2.81,0.37,-2.01,rfall
6.27,-0.82,7.7,-0.37,-1.4,-0.31,rfall
5.77,-0.88,7.75,0.31,-2.62,0.55,rfall
6.03,-0.96,7.78,2.2,-0.67,-0.85,rfall
6.02,-1.09,7.78,-0.43,-0.73,-0.43,rfall
6.41,-1.21,7.59,-0.18,0.06,-0.67,rfall
6.29,-1.17,7.59,-1.53,-1.22,-1.65,rfall
6.28,-1.46,7.63,-1.53,-1.1,-2.62,rfall
6.37,-1.44,7.8,-5.13,-2.44,-1.04,rfall
5.96,-0.08,7.78,-3.85,0,-3.42,rfall
5.83,-0.55,8.16,0.67,-1.34,-2.32,rfall
7.34,-0.64,7.78,2.93,-3.36,-1.65,rfall
5.42,-1.25,7.65,4.09,-3.97,-0.12,rfall
6.37,-1.13,7.56,1.28,-2.87,-1.1,rfall
6.16,-1.39,7.85,-1.28,-3.6,-0.12,rfall
5.65,-1.19,7.76,-3.48,-3.97,-1.34,rfall
5.62,-0.77,7.86,-4.7,0.55,-1.77,rfall
5.84,-0.69,7.81,-2.26,0.06,-1.1,rfall
6.18,-1,7.81,0.12,0,-2.44,rfall
5.92,-1.04,7.91,-0.49,0.12,-2.5,rfall
6.07,-1.01,7.82,-1.65,-0.92,-0.79,rfall
6,-0.84,7.85,-1.95,-1.22,0.18,rfall
6.06,-0.68,7.85,-1.65,-1.1,0,rfall
6.06,-0.81,7.88,-0.18,-1.1,-0.31,rfall
5.54,-1,7.79,-1.28,-3.23,0.61,rfall
5.83,-0.61,8.02,-0.67,-0.67,0.79,rfall
5.51,-0.5,7.95,2.32,0.67,-1.4,rfall
6.28,-1.11,7.83,3.17,2.5,-1.71,rfall
6.16,-1.09,7.83,1.53,-0.55,-2.5,rfall
6.35,-1.3,7.95,-1.89,-0.12,-2.14,rfall
5.21,-0.44,8.06,-1.34,-2.44,-4.27,rfall
6.71,-1.35,7.89,-2.08,0.18,-2.01,rfall
4.39,-0.06,8.33,-2.56,-4.27,-4.64,rfall
6.45,-1.05,7.57,1.34,10.5,0.18,rfall
6.78,-0.78,7.56,4.76,0,-0.12,rfall
6.34,-1.76,7.89,1.1,-0.37,3.48,rfall
5.48,-0.46,7.94,0,-3.97,0.31,rfall
5.47,-0.69,7.85,2.44,1.34,-4.46,rfall
5.69,-0.88,8.02,2.62,2.26,-5.74,rfall
5.91,-1.12,8.05,0.18,2.99,-5.19,rfall
6,-1.1,8.02,0.12,1.95,-1.53,rfall
6.05,-1.2,7.82,0.85,0.67,-0.31,rfall
5.92,-1.14,7.77,0.55,1.16,0.43,rfall
6.2,-1.09,7.71,0.92,2.14,0.49,rfall
6.08,-1.09,7.75,0.18,1.28,0.24,rfall
5.9,-1.01,7.91,0.12,2.44,1.83,rfall
6.23,-0.86,7.84,3.36,1.89,-1.04,rfall
5.91,-0.95,7.92,2.81,-0.06,-6.29,rfall
5.83,-0.92,7.86,0.49,0.79,-8.06,rfall
6.11,-1.22,7.79,-0.67,1.71,-5.55,rfall
6.15,-1.37,7.82,0.49,0.79,-1.04,rfall
6.09,-1.42,7.89,1.95,1.16,0.31,rfall
5.77,-1.35,7.65,-0.37,-0.12,2.44,rfall
6.13,-1.13,7.82,0.67,1.71,0.55,rfall
6.15,-1.08,7.82,-0.61,0.55,-0.98,rfall
6.05,-1.09,7.85,-0.61,0.49,-1.89,rfall
5.92,-1.1,7.82,-0.73,-0.18,-1.89,rfall
5.99,-1.07,7.85,0,0.61,-1.53,rfall
6.07,-1.21,7.86,0,0.61,-1.22,rfall
6.03,-1.09,7.79,-0.31,-0.43,-0.92,rfall
5.97,-1.22,7.79,0.24,-0.06,-1.22,rfall
6.17,-1.25,7.8,-0.31,0.79,-0.73,rfall
6.04,-1.21,7.81,-0.49,0.12,-1.04,rfall
5.99,-1.15,7.85,-0.79,0.31,-0.85,rfall
5.97,-1.1,7.83,-0.06,0.49,-1.53,rfall
6,-1.15,7.81,-0.18,0.24,-1.4,rfall
6.03,-1.19,7.82,0,0.37,-1.28,rfall
6.07,-1.16,7.79,-0.18,0.31,-1.22,rfall
6.02,-1.17,7.8,-0.37,-0.12,-1.04,rfall
5.99,-1.15,7.82,-0.43,-0.06,-1.1,rfall
6.01,-1.15,7.81,-0.31,0.18,-0.98,rfall
6,-1.15,7.82,-0.24,0.31,-0.92,rfall
5.99,-1.16,7.83,-0.31,0.18,-1.1,rfall
6.02,-1.17,7.81,-0.37,0.31,-1.16,rfall
6.06,-1.16,7.82,-0.18,0.31,-0.92,rfall
5.96,-1.17,7.82,-0.37,0.12,-0.92,rfall
7.32,-2.45,-5.36,-12.76,2.26,2.2,rfall
6.83,-4.07,-5.27,-7.93,11.6,2.01,rfall
8.13,-3.24,-4.56,-9.52,15.01,2.08,rfall
8.16,-3.37,-4.31,-10.5,5.74,5.13,rfall
8.05,-3.54,-4.73,-10.8,-1.65,6.16,rfall
7.8,-2.85,-4.85,-5.98,-3.97,2.44,rfall
7.89,-2.9,-5,0.67,-4.88,-0.61,rfall
7.76,-3.25,-5.42,2.2,-4.39,0.67,rfall
7.11,-2.78,-5.47,2.87,0.12,2.2,rfall
6.75,-3.04,-5.18,2.01,5.98,2.75,rfall
6.77,-2.93,-4.97,0.79,11.23,3.78,rfall
7.58,-2.77,-4.71,2.69,11.17,1.59,rfall
8.23,-3.33,-4.93,3.97,6.16,-0.24,rfall
8.02,-2.75,-4.8,6.04,-0.49,-1.46,rfall
7.98,-3.16,-4.79,9.7,-2.56,-2.14,rfall
8.61,-3.74,-4.99,10.07,-5.49,-2.32,rfall
8.15,-3.41,-4.97,10.25,-8.24,-0.18,rfall
8.04,-3.52,-5.21,8.97,-9.52,0.98,rfall
7.34,-3.28,-5.55,7.87,-7.75,2.5,rfall
6.63,-3,-5.19,6.65,3.48,3.11,rfall
7.32,-2.84,-4.72,3.36,8.18,7.39,rfall
7.52,-2.8,-4.91,3.23,3.36,5.74,rfall
8.34,-3.12,-5.85,3.66,1.1,-0.49,rfall
7.02,-3.18,-5.64,1.65,4.7,-3.91,rfall
6.95,-2.7,-4.86,0.43,13.98,-6.04,rfall
6.72,-1.92,-4.43,3.97,14.28,-6.84,rfall
6.41,-1.32,-5.06,9.4,10.5,-8.18,rfall
7.38,-1.83,-5.44,12.33,14.4,-8.73,rfall
10.3,-2.3,-5.81,10.44,8.12,-5.92,rfall
9.16,-2.7,-5.28,7.39,1.22,0.73,rfall
8.05,-2.65,-4.85,4.15,0.43,1.1,rfall
7.54,-1.91,-4.73,3.72,1.28,2.38,rfall
7.51,-1.7,-4.85,2.08,6.16,5.92,rfall
7.48,-1.66,-4.87,0.55,8.48,6.53,rfall
7.91,-2.03,-4.61,-1.95,8.73,7.93,rfall
7.97,-2.36,-4.98,-4.39,5.25,5.74,rfall
8.76,-2.66,-5.19,-8.97,4.94,3.23,rfall
9.67,-3.08,-5.59,-16.36,-0.43,2.2,rfall
9.76,-2.09,-7.19,-14.16,-7.26,-4.27,rfall
8.58,-2.99,-7.33,-12.27,-4.03,-12.82,rfall
7.79,-3.08,-5.82,-12.15,-0.49,-18.01,rfall
6.57,-1.88,-5.01,-23.93,-1.46,-6.59,rfall
4.17,-1.91,-4.61,-26.37,-7.57,6.1,rfall
4.16,-4.01,-5.76,-21.85,-4.21,-0.67,rfall
8.66,-3.44,-6.4,-23.5,4.33,-6.96,rfall
8.49,-1.75,-5.85,-18.13,-9.4,3.48,rfall
7.27,-2.21,-5.42,-8.85,-8,9.03,rfall
7.81,-2.8,-5.19,-2.99,-2.56,8.18,rfall
7.92,-2.47,-4.44,-0.31,0.55,9.16,rfall
7.58,-2.34,-4.15,4.39,-0.73,10.44,rfall
7.53,-3.08,-3.75,7.32,-0.98,6.59,rfall
7.26,-2.84,-3.6,7.26,-5.92,5.74,rfall
7.46,-2.54,-3.73,8.48,-13.12,5.68,rfall
9.19,-3.43,-5.65,9.22,-19.23,4.46,rfall
9.71,-3.29,-5.89,12.15,-16.97,3.17,rfall
9.32,-1.27,-7.75,15.93,-18.31,6.53,rfall
4.44,-0.78,-6.92,33.45,2.93,5.98,rfall
4.08,-1.31,-3.03,46.45,28.14,-8.85,rfall
6.37,-1.09,-3.93,38.51,4.82,-18.43,rfall
9.73,-3.71,-11.63,27.04,6.1,-15.69,rfall
5.47,-3.38,-7.65,18.37,16.11,-8.12,rfall
7.81,-1.74,-8.15,4.39,30.33,-2.99,rfall
5.76,-3,-7.88,-6.29,35.46,15.87,rfall
5.16,-3.01,-6.28,-22.22,44.8,17.52,rfall
4.15,-1.01,-5.33,-31.31,41.93,24.72,rfall
4.92,-1.96,-6.05,-26.79,40.28,20.14,rfall
7.61,-1.37,-7.81,-23.8,28.2,6.84,rfall
9.3,-0.65,-8.14,-9.7,12.08,-5.68,rfall
8.36,-2.35,-7.83,5.25,-4.21,-8.67,rfall
6.32,-2.85,-7.46,17.03,-3.6,-21.36,rfall
5.63,-1.7,-6.72,29.24,4.33,-31.56,rfall
4.4,-1.53,-5.63,44.01,12.51,-38.39,rfall
3.45,-0.49,-4.13,59.88,12.88,-48.22,rfall
3.4,-2.02,-4.72,44.19,1.77,-39.49,rfall
13.26,-3.89,-11.94,15.81,6.53,-15.14,rfall
10.13,-3.13,-9.02,8.54,-14.71,1.4,rfall
10.17,-2.9,-6.79,2.81,-10.62,-3.42,rfall
8.86,-4.13,-6.54,-16.3,-20.69,1.28,rfall
6.24,-2.06,-5.71,-32.04,-26.86,7.26,rfall
3.51,-2.83,-4.52,-49.56,-24.17,18.31,rfall
1.68,-3.1,-4.27,-62.93,-12.39,17.94,rfall
3.02,-0.93,-4.76,-50.72,1.46,13.06,rfall
9,-2.01,-6.49,-31.01,4.46,7.02,rfall
13.39,-3.15,-9.4,-14.71,-2.5,-3.85,rfall
8.21,-1.49,-7.58,-4.58,-6.04,2.69,rfall
9.06,-1.14,-6.04,15.69,6.47,6.16,rfall
8.1,-2.47,-3.98,26.31,-1.65,9.89,rfall
5.52,-0.1,-3.86,36.5,-14.77,9.09,rfall
2.87,1.2,-3.5,62.68,-28.69,8.85,rfall
3.34,1.45,-6.32,68.73,-24.41,14.65,rfall
7.72,0.86,-12.13,64.45,3.05,16.05,rfall
14.74,-8.56,-13.85,11.9,3.97,30.46,rfall
11.44,-2.41,-8.86,-19.96,5.49,-76.42,rfall
12.13,-0.88,-9.93,-41.87,-18.74,-85.94,rfall
12.34,-12.42,-6.62,-76.54,-86.49,-24.48,rfall
6.09,-3.77,-7.47,-112.37,-111.21,-15.38,rfall
0.25,0.91,-1.25,-90.7,-52.37,-0.55,rfall
-6.31,0.15,-5.07,-69.34,-9.52,27.77,rfall
0.59,-3.44,-2.09,-40.71,-5.43,53.96,rfall
-8,3,-0.16,-39.79,19.59,106.51,rfall
-0.25,2.45,1.99,-133.85,148.93,106.75,rfall
2.75,-1.86,-13.18,-93.57,239.93,142.4,rfall
-6.98,-2.41,-12.79,-93.81,304.32,100.59,rfall
15.97,0.02,-13.73,-93.38,252.26,14.22,rfall
26.36,-1.13,-24.92,-39,96.8,-4.76,rfall
21.39,-6.08,-21.62,-22.03,-38.39,-61.52,rfall
8.53,1.61,-3.54,11.9,-61.16,-195.62,rfall
6.51,8.86,-2.09,41.26,-82.15,-233.22,rfall
-10.45,-1.66,-9.7,25.94,-170.1,-175.23,rfall
6.36,-24.76,-9.06,-100.46,-23.38,70.43,rfall
8.97,-16.57,-21.49,-191.89,8,200.13,rfall
1.98,-1.55,-9.12,-214.97,-119.38,187.38,rfall
-11.72,-1.83,1.98,-183.78,-82.09,216.98,rfall
-17.56,1.19,-5.95,-184.39,92.04,299.19,rfall
16.18,9.42,-2.64,-143.31,182.92,229.19,rfall
24.05,6.77,-12.41,-41.99,-37.78,-2.62,rfall
11.07,4.01,-6.68,34.42,-157.23,-76.54,rfall
-1.25,3.67,-7.2,77.45,-181.09,-101.99,rfall
-5.98,-7.29,0.46,46.88,-82.52,-121.34,rfall
-1.28,-3.6,-7.88,29.66,-35.52,-75.26,rfall
9.06,-4.36,-9.38,22.95,28.87,-67.87,rfall
14.74,-3.57,2.1,-6.71,-10.07,-25.76,rfall
6.17,-11.83,-3.75,-31.49,-44.37,-14.95,rfall
9.38,0.78,-2.85,-60,-12.51,1.34,rfall
5.09,0.75,-4.3,-42.54,-35.52,21.12,rfall
-0.89,-2.17,-2.35,-35.95,-15.14,8.97,rfall
4.59,-3.58,1.69,-47.18,-17.4,11.54,rfall
12.61,1.12,-2.38,-33.26,-9.95,-16.54,rfall
1.46,0.04,-3.17,-13.67,-59.88,-42.48,rfall
2.34,-1.95,2.92,-35.1,-41.14,-53.16,rfall
4.59,0.02,-1.86,-18.74,-62.07,-81.18,rfall
-6.18,-8.03,-0.05,-58.84,-38.94,-68.48,rfall
-1.98,-1.31,9.76,-67.08,5.49,-8.36,rfall
39.24,-39.24,23.71,-180.79,-169.92,31.25,rfall
12.39,-19.31,11.03,-340.33,-170.04,15.01,rfall
-24.54,24.96,14,-92.16,-6.53,229.31,rfall
-3.37,9.38,11.66,44.37,61.22,-73.3,rfall
6.61,-8.39,4.05,-2.44,29.42,-62.26,rfall
8.26,0.74,1.12,22.16,24.17,16.24,rfall
4.64,-3.51,6.36,16.05,-3.85,52,rfall
5.1,-1.87,5.11,-21.42,-25.27,16.36,rfall
7.22,-0.61,5.83,-30.03,-34.36,15.81,rfall
6.55,-0.53,10.28,-17.76,-35.71,42.11,rfall
1.05,2.12,10.95,-13.18,-8.61,27.4,rfall
6.44,2.96,13.23,-2.5,12.15,-3.91,rfall
7.59,-1.3,6.84,1.65,-26.37,-14.89,rfall
4.57,-2.27,4.88,2.81,-26.55,-19.29,rfall
4.31,-0.61,5.82,13.18,-6.04,-5.68,rfall
5.28,-2.86,8.02,6.1,8.42,2.01,rfall
7,-1.55,8.15,-1.28,7.02,-9.09,rfall
6.64,-2.03,8.02,12.21,-0.85,-13.12,rfall
6.17,-4.1,8.14,8.24,1.71,-7.69,rfall
6.09,-3.25,7.49,-3.23,-1.65,-5.37,rfall
4.91,-2.37,7.76,-7.81,-2.69,-0.06,rfall
4.82,-1.84,8.24,-6.77,0.49,2.93,rfall
5.54,-1.47,8.02,-3.42,2.81,2.99,rfall
6.41,-1.3,7.78,-0.49,3.72,0.61,rfall
6.73,-1.34,7.64,0.55,0.12,1.59,rfall
6.47,-1.58,7.48,-0.18,-1.71,4.09,rfall
6.18,-1.66,7.41,1.1,-2.38,3.17,rfall
6.13,-1.94,7.72,1.53,-0.92,-0.12,rfall
6.16,-2.21,8.06,2.01,-1.28,-4.27,rfall
5.04,-2.29,7.7,-0.98,-2.62,-3.23,rfall
5.61,-2.03,8.03,-0.31,1.59,-4.27,rfall
5.85,-1.95,7.9,-1.1,0.85,-2.56,rfall
5.71,-1.86,7.89,-0.37,1.34,-1.46,rfall
5.95,-1.81,7.79,-0.43,1.28,-0.79,rfall
6.09,-1.89,7.8,-1.28,0.37,0.18,rfall
5.92,-1.57,7.62,-1.22,-1.1,-0.92,rfall
5.9,-1.72,7.79,0.37,0,-1.71,rfall
5.98,-1.91,7.76,0.31,0.24,-1.22,rfall
5.97,-1.94,7.89,-0.06,0.49,-0.73,rfall
5.96,-1.94,7.9,-0.43,-0.55,-0.37,rfall
5.73,-1.87,7.87,0.18,-0.12,-1.89,rfall
5.88,-1.94,7.89,0.31,-0.43,-2.14,rfall
5.87,-1.91,7.79,1.65,0.31,-2.75,rfall
5.72,-2.02,7.63,-0.37,-1.95,-1.28,rfall
6.02,-1.78,7.87,0.12,0.43,-1.04,rfall
6.11,-1.99,7.87,-0.12,-0.55,-1.1,rfall
5.82,-1.83,7.86,0.06,-1.04,-0.92,rfall
5.76,-1.95,7.9,-0.24,-1.65,-0.92,rfall
5.7,-1.98,7.87,-0.92,-0.85,-0.67,rfall
5.78,-1.79,7.87,-0.79,-0.61,-0.92,rfall
5.63,-1.88,7.84,0.06,0.55,-1.53,rfall
5.71,-2.01,7.81,-0.61,2.32,-0.92,rfall
5.75,-1.97,7.78,-0.92,4.15,-0.92,rfall
5.72,-1.78,7.8,-1.04,4.58,-0.67,rfall
5.71,-1.87,7.81,-0.61,6.16,-0.98,rfall
6.36,-1.86,7.75,-0.98,5.92,0.06,rfall
6.23,-2.04,7.87,-0.49,-1.71,0.55,rfall
5.51,-1.76,7.81,-2.38,-5.55,-1.83,rfall
5.15,-1.66,7.32,-1.77,-0.98,-2.56,rfall
6.2,-1.67,8.02,0.37,5.25,-0.92,rfall
6.54,-2.08,7.88,0.24,-1.59,-1.1,rfall
5.58,-1.96,7.68,-0.73,-4.7,-2.08,rfall
5.27,-1.85,7.5,-0.24,2.2,-2.69,rfall
6.37,-1.83,8.06,-0.79,3.78,-0.67,rfall
6.23,-2.03,7.81,-0.18,-1.71,-1.95,rfall
5.21,-1.48,7.53,2.01,-3.54,-5.92,rfall
5.96,-1.36,7.81,5.13,0.31,-6.84,rfall
6.13,-2.38,8.06,5.62,-3.3,-6.23,rfall
5.46,-2.12,7.5,4.46,-4.09,-7.63,rfall
5.95,-2.28,7.95,2.44,-1.22,-5.68,rfall
6.47,-2.53,8.06,1.53,-2.08,-2.2,rfall
5.83,-2.88,8.22,-1.04,-5.13,-1.65,rfall
4.43,-1.82,7.32,-2.38,1.16,-2.01,rfall
5.83,-1.75,7.83,-1.59,5.49,1.83,rfall
7.33,-2.34,8.41,2.81,1.46,0.31,rfall
5.07,-2.73,7.77,-0.31,-4.03,-2.44,rfall
4.34,-1.98,6.91,-3.48,-0.55,-0.37,rfall
5.57,-0.81,7.92,-2.56,7.08,2.32,rfall
7.78,-2.01,8.46,7.2,-1.53,1.53,rfall
5.13,-4.13,7.76,3.48,-4.82,-3.97,rfall
5.41,-2.24,7.55,-8.06,-0.55,-1.77,rfall
4.77,-0.46,7.93,-3.97,6.29,2.08,rfall
7.62,-1.92,8.65,4.09,1.16,1.59,rfall
6,-3.48,7.59,4.27,-6.65,-2.2,rfall
4.6,-3.2,7.52,-4.64,-1.28,-3.6,rfall
4.65,-0.67,7,-7.81,-0.85,1.28,rfall
6,-1.41,8.47,-0.12,7.69,3.6,rfall
7.55,-2.34,8.5,5,0.37,-0.24,rfall
6.13,-3.34,7.77,1.22,-7.51,-4.33,rfall
4.42,-1.99,7.81,-4.58,0.85,-4.82,rfall
4.9,-1.04,7.39,-3.54,-0.18,4.03,rfall
6.3,-1.92,8.8,2.69,6.84,3.42,rfall
7.36,-2.23,8.11,4.09,-0.37,-2.32,rfall
5.96,-2.99,7.72,2.62,-6.65,-2.87,rfall
4.39,-2.09,7.75,-4.33,-2.01,-0.55,rfall
5.44,-1.2,7.89,-1.95,-1.1,1.65,rfall
5.13,-1.85,8.21,2.14,5.31,-1.22,rfall
6.84,-1.98,8.21,3.3,4.76,-0.18,rfall
6.46,-2.75,7.59,3.17,-5.07,0.24,rfall
4.42,-2.75,7.43,-1.89,-3.66,-2.99,rfall
5.39,-1.13,8.08,-4.46,-0.12,0.92,rfall
5.01,-1.84,7.97,1.1,5.19,0.79,rfall
6.24,-1.88,8.14,2.62,7.32,-1.65,rfall
7.48,-2.36,7.81,2.14,-5.62,-0.06,rfall
3.88,-3.09,7.3,-1.16,-2.93,-1.65,rfall
5.7,-0.87,8.38,-4.27,1.4,0.67,rfall
4.86,-1.93,7.65,1.34,2.62,-2.32,rfall
5.48,-1.69,7.83,4.21,7.63,-4.21,rfall
7.34,-2.32,7.91,5.31,0.06,-1.65,rfall
5.63,-3.53,7.36,0.49,-3.78,-3.17,rfall
5.14,-0.87,8.54,-2.44,3.3,-4.58,rfall
5.2,-1.51,7.68,3.17,1.16,-3.17,rfall
6.06,-2.58,8.4,5.37,6.23,-5.49,rfall
6.7,-2.55,8.05,2.38,5.37,-5.86,rfall
6.89,-3.13,7.63,-3.17,0.12,-0.73,rfall
5.73,-2.41,7.23,-8.97,-12.7,5.62,rfall
4.2,-1.52,7.96,-10.25,-3.91,5.07,rfall
5.25,-1.23,8.31,-3.54,1.65,0.49,rfall
5.93,-2.16,7.91,4.15,2.5,-5.55,rfall
4.72,-1.75,7.55,6.71,7.87,-6.71,rfall
6.57,-1.95,8.13,8.12,9.58,-4.52,rfall
6.46,-2.68,7.83,7.75,0.43,-4.7,rfall
6.25,-2.22,7.76,1.1,-2.62,-4.03,rfall
5.52,-2.6,7.98,0.06,-8.06,1.34,rfall
4.5,-2.67,7.73,-3.17,-5.74,2.26,rfall
5.27,-1.67,7.39,-3.42,-2.81,4.15,rfall
5.06,-2.5,7.8,-0.18,2.93,-0.92,rfall
6.03,-3.01,7.93,-1.04,2.44,-3.85,rfall
4.32,-2.25,7.42,0.24,3.6,-4.33,rfall
6.76,-2.09,8.32,1.46,9.52,-1.04,rfall
6.71,-2.33,7.97,0.24,1.53,2.2,rfall
5.92,-2.42,7.41,-3.36,-1.89,2.01,rfall
5.96,-2.26,7.92,-7.39,-1.65,3.72,rfall
5.15,-1.91,7.98,-10.07,0.73,5.98,rfall
5.58,-1.34,7.76,-3.97,4.88,-1.04,rfall
6.01,-1.53,7.7,3.72,5.25,-2.75,rfall
6.43,-2.98,7.62,7.14,2.44,-3.05,rfall
4.73,-2.71,6.85,6.96,1.22,-8.61,rfall
6.02,-1.51,8.72,6.71,7.39,-6.53,rfall
6.48,-3.12,8.42,3.85,0.55,-1.83,rfall
6.2,-3.07,7.6,-1.65,-1.4,1.89,rfall
6,-2.28,7.79,-4.33,-1.83,2.87,rfall
5.82,-2.09,7.3,-6.96,-3.66,2.44,rfall
5.28,-1.61,7.49,-5.13,0.12,-0.24,rfall
6,-1.66,7.8,0.31,0.37,-1.95,rfall
5.79,-2.37,7.87,3.66,0.18,-3.54,rfall
5.28,-1.74,7.86,4.03,1.71,-5.19,rfall
4.83,-2.17,7.38,10.56,7.93,-8.67,rfall
7.65,-2.85,8.08,4.21,5,0,rfall
6.38,-2.79,7.76,1.71,-1.53,0.61,rfall
5.43,-3.04,7.74,-2.26,-2.01,-0.67,rfall
5.54,-2.17,7.74,-6.29,-0.61,1.89,rfall
5.34,-1.8,7.51,-3.05,0.85,-0.55,rfall
